N,DCT2 Time,My DCT2 Time
170,0.0003383159637451172,11.188477277755737
172,0.0005371570587158203,11.700965404510498
174,0.0005526542663574219,11.946884155273438
176,0.00032973289489746094,12.510562658309937
178,0.0009167194366455078,12.679827451705933
180,0.000286102294921875,13.33739185333252
182,0.0006535053253173828,13.861629009246826
184,0.0004036426544189453,14.73245620727539
186,0.0004630088806152344,15.24439549446106
188,0.000576019287109375,15.807017087936401
190,0.0004169940948486328,16.319875717163086
192,0.0003287792205810547,16.527350425720215
194,0.0019304752349853516,17.547764539718628
196,0.0004456043243408203,17.511260271072388
198,0.0007321834564208984,17.90800452232361
200,0.00035190582275390625,18.37805461883545
202,0.0012607574462890625,18.740508317947388
204,0.00043272972106933594,19.640302658081055
206,0.0012955665588378906,20.177557706832886
208,0.00042748451232910156,21.110646963119507
210,0.00041604042053222656,21.5134174823761
212,0.0007178783416748047,22.620681762695312
214,0.0021424293518066406,23.05675196647644
216,0.00039076805114746094,23.384127855300903
218,0.0023682117462158203,23.984936952590942
220,0.00046563148498535156,24.179534912109375
222,0.0008337497711181641,25.90841770172119
224,0.0004642009735107422,26.141663074493408
226,0.001718282699584961,27.020763874053955
228,0.0005431175231933594,27.98023295402527
230,0.00060272216796875,28.32381844520569
232,0.0006315708160400391,29.409163236618042
234,0.0009634494781494141,29.460033655166626
236,0.0009517669677734375,30.331098079681396
238,0.0007295608520507812,31.185997247695923
240,0.0004591941833496094,32.69882082939148
242,0.0008885860443115234,32.34697222709656
244,0.0011250972747802734,34.11712694168091
246,0.0009403228759765625,34.92725229263306
248,0.0007834434509277344,36.58207726478577
250,0.0004889965057373047,37.23235559463501
252,0.0006098747253417969,38.27327537536621
254,0.0023784637451171875,39.86741304397583
256,0.0008900165557861328,39.68214654922485
258,0.001332998275756836,42.21220088005066
260,0.000732421875,42.02796983718872
262,0.00260162353515625,42.50824189186096
264,0.0007817745208740234,44.32509922981262
266,0.0009400844573974609,44.41432452201843
268,0.0018460750579833984,46.943705320358276
270,0.0012445449829101562,47.60629606246948
272,0.001093149185180664,49.10614466667175
274,0.003036022186279297,50.213932275772095
276,0.0015904903411865234,51.29553985595703
278,0.003156900405883789,52.685861587524414
280,0.001556396484375,53.44455122947693
282,0.0012717247009277344,54.46053886413574
284,0.002295255661010742,56.72154998779297
286,0.001054525375366211,56.13460826873779
288,0.0007996559143066406,56.67379379272461
290,0.0009756088256835938,58.65915513038635
292,0.0017771720886230469,59.47295308113098
294,0.001064300537109375,60.34306979179382
296,0.0011324882507324219,61.83590888977051
298,0.0038042068481445312,62.481486082077026
300,0.0006761550903320312,63.670626401901245
302,0.004268646240234375,64.51297569274902
304,0.0016086101531982422,66.08682513237
306,0.0010797977447509766,68.68219470977783
308,0.001104593276977539,68.58756494522095
310,0.0012698173522949219,71.99150443077087
312,0.0011110305786132812,74.16094613075256
314,0.004364490509033203,75.82950162887573
316,0.0028722286224365234,78.19375443458557
318,0.0018286705017089844,78.72213220596313
320,0.0010912418365478516,82.78849244117737
322,0.0013375282287597656,85.36980438232422
324,0.0019521713256835938,89.357670545578
326,0.0051615238189697266,89.6166205406189
328,0.001790761947631836,91.7403416633606
330,0.0014464855194091797,92.76016592979431
